2,3,BLACK,GameStatus.WHITE_WINS
2,4,WHITE,GameStatus.WHITE_WINS
2,5,BLACK,GameStatus.WHITE_WINS
4,2,WHITE,GameStatus.WHITE_WINS
5,1,BLACK,GameStatus.WHITE_WINS
2,2,WHITE,GameStatus.WHITE_WINS
4,5,BLACK,GameStatus.WHITE_WINS
6,0,WHITE,GameStatus.WHITE_WINS
1,1,BLACK,GameStatus.WHITE_WINS
4,6,WHITE,GameStatus.WHITE_WINS
5,2,BLACK,GameStatus.WHITE_WINS
0,0,WHITE,GameStatus.WHITE_WINS
4,7,BLACK,GameStatus.WHITE_WINS
2,6,WHITE,GameStatus.WHITE_WINS
1,3,BLACK,GameStatus.WHITE_WINS
0,2,WHITE,GameStatus.WHITE_WINS
2,7,BLACK,GameStatus.WHITE_WINS
1,5,WHITE,GameStatus.WHITE_WINS
3,2,BLACK,GameStatus.WHITE_WINS
5,5,WHITE,GameStatus.WHITE_WINS
0,6,BLACK,GameStatus.WHITE_WINS
6,2,WHITE,GameStatus.WHITE_WINS
2,1,BLACK,GameStatus.WHITE_WINS
3,5,WHITE,GameStatus.WHITE_WINS
6,5,BLACK,GameStatus.WHITE_WINS
2,0,WHITE,GameStatus.WHITE_WINS
7,2,BLACK,GameStatus.WHITE_WINS
7,3,WHITE,GameStatus.WHITE_WINS
0,3,BLACK,GameStatus.WHITE_WINS
1,7,WHITE,GameStatus.WHITE_WINS
0,1,BLACK,GameStatus.WHITE_WINS
5,7,WHITE,GameStatus.WHITE_WINS
3,1,BLACK,GameStatus.WHITE_WINS
3,7,WHITE,GameStatus.WHITE_WINS
1,4,BLACK,GameStatus.WHITE_WINS
5,3,WHITE,GameStatus.WHITE_WINS
4,1,BLACK,GameStatus.WHITE_WINS
7,5,WHITE,GameStatus.WHITE_WINS
6,1,BLACK,GameStatus.WHITE_WINS
7,1,WHITE,GameStatus.WHITE_WINS
5,4,BLACK,GameStatus.WHITE_WINS
1,0,WHITE,GameStatus.WHITE_WINS
5,6,BLACK,GameStatus.WHITE_WINS
6,6,WHITE,GameStatus.WHITE_WINS
1,2,BLACK,GameStatus.WHITE_WINS
3,0,WHITE,GameStatus.WHITE_WINS
7,7,BLACK,GameStatus.WHITE_WINS
6,3,WHITE,GameStatus.WHITE_WINS
6,4,BLACK,GameStatus.WHITE_WINS
4,0,WHITE,GameStatus.WHITE_WINS
5,0,BLACK,GameStatus.WHITE_WINS
7,4,WHITE,GameStatus.WHITE_WINS
3,6,BLACK,GameStatus.WHITE_WINS
0,5,WHITE,GameStatus.WHITE_WINS
1,6,BLACK,GameStatus.WHITE_WINS
0,7,WHITE,GameStatus.WHITE_WINS
7,0,BLACK,GameStatus.WHITE_WINS
6,7,WHITE,GameStatus.WHITE_WINS
7,6,BLACK,GameStatus.WHITE_WINS
0,4,WHITE,GameStatus.WHITE_WINS
